Linux 6.8.0-49-generic (samoy-pc) 	12/10/2024 	_x86_64_	(12 CPU)

07:51:18 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:54:32 AM  all   22.72    0.00    9.89   10.67    0.00    0.17    0.00    0.00    0.00   56.55
07:54:33 AM  all   29.02    0.09   10.28   10.45    0.00    0.17    0.00    0.00    0.00   50.00
07:54:34 AM  all   25.59    0.00   10.49   10.15    0.00    0.00    0.00    0.00    0.00   53.77
07:54:35 AM  all   23.59    0.00   10.75   10.32    0.00    0.00    0.00    0.00    0.00   55.33
07:54:36 AM  all   27.09    0.00   10.27    9.75    0.00    0.00    0.00    0.00    0.00   52.89
07:54:37 AM  all   36.98    0.00   12.33    9.22    0.00    0.09    0.00    0.00    0.00   41.38
07:54:38 AM  all   35.90    0.00   12.02    9.69    0.00    0.00    0.00    0.00    0.00   42.39
07:54:39 AM  all   32.21    0.09    9.96   10.74    0.00    0.00    0.00    0.00    0.00   47.01
07:54:40 AM  all   36.32    0.00   11.85   10.80    0.00    0.09    0.00    0.00    0.00   40.94
07:54:41 AM  all   29.63    0.00    8.86   10.77    0.00    0.00    0.00    0.00    0.00   50.74
07:54:42 AM  all   36.31    0.00   11.09    9.97    0.00    0.00    0.00    0.00    0.00   42.63
07:54:43 AM  all   34.13    0.00   10.98   10.21    0.00    0.00    0.00    0.00    0.00   44.68
07:54:44 AM  all   29.69    0.17   10.16   10.42    0.00    0.00    0.00    0.00    0.00   49.57
07:54:45 AM  all   21.50    0.00    8.12   10.02    0.00    0.00    0.00    0.00    0.00   60.36
07:54:46 AM  all   16.16    0.00    3.89   10.89    0.00    0.00    0.00    0.00    0.00   69.06
07:54:47 AM  all   15.27    0.00    4.83   10.96    0.00    0.00    0.00    0.00    0.00   68.94
07:54:48 AM  all   14.20    0.00    4.04   11.02    0.00    0.26    0.00    0.00    0.00   70.48
07:54:49 AM  all   16.09    0.00    4.17   10.78    0.00    0.00    0.00    0.00    0.00   68.96
07:54:50 AM  all   15.52    0.00    3.92   10.90    0.00    0.00    0.00    0.00    0.00   69.66
07:54:51 AM  all   14.19    0.00    4.26   11.14    0.00    0.00    0.00    0.00    0.00   70.41
07:54:52 AM  all   12.53    0.00    3.28   11.32    0.00    0.00    0.00    0.00    0.00   72.86
07:54:53 AM  all   13.32    0.00    4.15   12.72    0.00    0.00    0.00    0.00    0.00   69.81
07:54:54 AM  all   11.93    0.00    3.18   11.67    0.00    0.09    0.00    0.00    0.00   73.13
07:54:55 AM  all   12.04    0.09    3.27   11.44    0.00    0.00    0.00    0.00    0.00   73.17
07:54:56 AM  all   11.84    0.09    3.60   11.41    0.00    0.00    0.00    0.00    0.00   73.07
07:54:57 AM  all   12.81    0.00    3.96   11.09    0.00    0.00    0.00    0.00    0.00   72.14
07:54:58 AM  all   13.33    0.00    4.16   11.43    0.00    0.09    0.00    0.00    0.00   71.00
07:54:59 AM  all   17.53    0.00    6.30   10.45    0.00    0.09    0.00    0.00    0.00   65.63
07:55:00 AM  all   14.38    0.00    3.70   11.02    0.00    0.09    0.00    0.00    0.00   70.80
07:55:01 AM  all   12.10    0.00    3.18   11.67    0.00    0.00    0.00    0.00    0.00   73.05
07:55:02 AM  all   11.86    0.00    3.69   11.43    0.00    0.00    0.00    0.00    0.00   73.02
07:55:03 AM  all   12.01    0.00    3.17   11.49    0.00    0.09    0.00    0.00    0.00   73.24
07:55:04 AM  all   12.26    0.00    3.11   11.23    0.00    0.00    0.00    0.00    0.00   73.40
07:55:05 AM  all   11.85    0.00    3.26   11.24    0.00    0.00    0.00    0.00    0.00   73.65
07:55:06 AM  all   13.97    0.00    3.88   11.21    0.00    0.00    0.00    0.00    0.00   70.95
07:55:07 AM  all   16.51    0.00    3.46   10.89    0.00    0.00    0.00    0.00    0.00   69.14
07:55:08 AM  all   14.70    0.00    3.44   11.09    0.00    0.00    0.00    0.00    0.00   70.77
07:55:09 AM  all   11.34    0.00    3.01   11.60    0.00    0.09    0.00    0.00    0.00   73.97
